From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,BP,Xylene,AT,RF,TOT-RF,aqi
2021-05-11 06:15:00,2021-05-11 06:30:00,107.72,220.91,9.73,11.6,20.32,19.58,14.98,0.49,3.0,5.0,13.1,2.96,4.03,84.74,0.39,100.4,982.6,3.0,24.82,0.0,0.0,305.0
2021-05-11 06:30:00,2021-05-11 06:45:00,107.06,221.11,9.99,11.27,20.26,21.77,14.7,0.51,3.0,4.83,13.09,3.01,4.02,84.78,0.37,119.45,982.6,3.02,24.78,0.0,0.0,305.0
2021-05-11 06:45:00,2021-05-11 07:00:00,113.35,233.2,11.42,11.59,22.01,22.67,14.22,0.58,2.0,5.14,13.05,2.99,4.06,85.29,0.42,93.74,982.6,3.0,24.73,0.0,0.0,305.0
2021-05-11 07:00:00,2021-05-11 07:15:00,124.96,255.68,9.71,13.2,21.92,21.33,14.49,0.54,3.0,5.01,13.15,2.99,4.08,83.68,0.42,86.46,982.6,3.01,24.91,0.0,0.0,305.0
2021-05-11 07:15:00,2021-05-11 07:30:00,132.66,270.5,6.0,11.91,16.83,15.74,12.99,0.35,3.0,4.94,12.8,3.05,4.04,82.12,0.45,86.82,982.6,3.0,25.05,0.0,0.0,305.0
2021-05-11 07:30:00,2021-05-11 07:45:00,155.11,317.5,7.27,11.59,17.86,18.91,13.15,0.55,3.0,4.93,12.96,3.02,4.07,79.39,0.42,84.71,982.6,2.98,25.38,0.0,0.0,305.0
2021-05-11 07:45:00,2021-05-11 08:00:00,210.6,426.86,13.6,13.29,25.89,37.9,12.87,0.54,3.0,5.0,13.33,3.01,3.94,76.87,0.44,89.84,981.2,3.01,25.88,0.0,0.0,305.0
2021-05-11 08:00:00,2021-05-11 08:15:00,222.17,456.2,15.64,13.44,28.08,29.69,12.59,0.67,3.0,5.05,12.52,2.99,3.99,73.7,0.34,73.61,953.0,2.99,26.59,0.0,0.0,305.0
2021-05-11 08:15:00,2021-05-11 08:30:00,214.88,443.48,14.72,14.2,27.92,28.26,13.04,0.73,4.0,5.01,13.41,2.99,3.97,71.35,0.29,57.22,953.2,3.01,27.07,0.0,0.0,305.0
2021-05-11 08:30:00,2021-05-11 08:45:00,197.63,403.19,20.8,17.69,31.33,31.09,12.89,0.93,5.0,5.08,12.87,3.03,4.05,70.11,0.36,78.41,953.2,3.0,27.53,0.0,0.0,305.0
2021-05-11 08:45:00,2021-05-11 09:00:00,150.54,310.25,7.05,266.98,14.98,15.0,12.72,0.99,4.0,5.37,13.18,3.01,4.0,70.21,0.45,76.42,953.2,3.01,27.73,0.0,0.0,305.0
2021-05-11 09:00:00,2021-05-11 09:15:00,98.24,206.95,333.34,151.06,365.88,442.49,13.74,0.97,4.0,5.01,12.9,2.99,4.05,68.88,0.45,75.03,953.2,2.97,28.05,0.0,0.0,305.0
2021-05-11 09:15:00,2021-05-11 09:30:00,84.97,175.22,49.56,22.71,61.93,77.87,15.63,0.92,5.0,4.87,13.0,3.0,3.95,67.44,0.33,61.87,953.2,3.02,28.5,0.0,0.0,305.0
2021-05-11 09:30:00,2021-05-11 09:45:00,86.97,181.21,11.62,13.2,23.83,23.02,15.68,1.03,6.0,4.71,13.01,2.98,3.98,64.85,0.34,83.23,953.2,3.04,29.25,0.0,0.0,305.0
2021-05-11 09:45:00,2021-05-11 10:00:00,88.08,181.36,10.6,12.73,22.32,23.1,14.75,0.7,5.0,5.36,12.95,3.03,4.04,63.04,0.28,93.65,953.2,2.97,29.8,0.0,0.0,305.0
2021-05-11 10:00:00,2021-05-11 10:15:00,92.02,188.58,15.04,13.38,27.42,27.69,14.37,0.75,4.0,5.17,12.91,2.98,4.07,61.86,0.41,82.98,953.2,3.03,30.11,0.0,0.0,305.0
2021-05-11 10:15:00,2021-05-11 10:30:00,117.73,236.96,12.12,13.39,24.5,24.95,14.2,0.85,5.0,5.16,12.84,3.01,3.93,60.16,0.28,82.83,953.2,2.97,30.65,0.0,0.0,305.0
2021-05-11 10:30:00,2021-05-11 10:45:00,170.58,359.91,12.53,12.89,24.42,24.3,13.25,0.75,5.0,4.69,12.96,2.98,4.03,59.34,0.42,67.99,953.2,2.99,30.69,0.0,0.0,305.0
2021-05-11 10:45:00,2021-05-11 11:00:00,277.25,770.8,12.89,14.07,21.04,20.66,13.97,0.72,6.0,4.96,12.95,3.01,4.07,58.7,0.51,78.43,953.2,3.0,30.76,0.0,0.0,305.0
2021-05-11 11:00:00,2021-05-11 11:15:00,377.59,124.93,32.07,10.77,21.47,33.93,13.1,0.52,7.0,4.93,12.96,2.98,3.96,58.06,0.52,71.05,953.2,2.99,30.88,0.0,0.0,305.0
2021-05-11 11:15:00,2021-05-11 11:30:00,376.31,124.93,12.19,11.3,20.58,20.51,10.37,0.67,8.0,4.95,13.0,2.98,4.05,57.62,0.63,65.2,953.2,3.01,31.11,0.0,0.0,305.0
2021-05-11 11:30:00,2021-05-11 11:45:00,336.4,124.93,10.46,12.15,21.61,21.52,10.78,0.99,8.0,5.19,13.01,2.99,4.02,56.69,0.53,66.22,953.2,3.02,31.33,0.0,0.0,305.0
2021-05-11 11:45:00,2021-05-11 12:00:00,248.24,124.93,7.93,16.16,23.08,21.21,11.54,0.69,10.0,4.94,12.95,3.0,3.97,55.91,0.62,40.57,953.2,3.02,31.46,0.0,0.0,305.0
2021-05-11 12:00:00,2021-05-11 12:15:00,133.7,809.05,11.92,13.51,24.43,24.64,13.71,0.59,9.0,4.91,12.75,2.98,4.05,54.69,0.36,127.67,953.2,2.99,32.01,0.0,0.0,305.0
2021-05-11 12:15:00,2021-05-11 12:30:00,37.75,305.09,76.18,11.29,25.62,26.15,16.15,0.42,9.0,4.81,13.06,3.0,4.04,53.77,0.23,100.41,953.2,3.01,32.41,0.0,0.0,305.0
2021-05-11 12:30:00,2021-05-11 12:45:00,17.4,136.18,11.22,13.09,23.32,23.0,15.34,0.57,7.0,5.01,12.97,2.99,3.98,51.82,0.16,129.08,953.2,3.03,33.34,0.0,0.0,305.0
2021-05-11 12:45:00,2021-05-11 13:00:00,7.06,21.9,13.5,14.99,27.49,27.41,15.25,0.64,7.0,4.83,12.96,2.98,4.05,51.17,0.22,101.71,953.2,2.98,33.47,0.0,0.0,305.0
2021-05-11 13:00:00,2021-05-11 13:15:00,5.86,12.76,10.08,13.98,23.06,22.88,13.82,0.17,13.0,4.91,12.81,3.0,3.98,51.96,0.26,154.92,953.2,3.01,33.28,0.0,0.0,305.0
2021-05-11 13:15:00,2021-05-11 13:30:00,15.29,37.18,11.03,11.54,21.5,21.77,13.3,0.23,22.0,4.9,12.75,3.01,4.08,59.19,0.43,238.22,953.2,3.02,32.24,0.0,0.0,305.0
2021-05-11 13:30:00,2021-05-11 13:45:00,34.74,77.03,3.65,14.01,16.21,14.8,11.91,0.48,34.0,5.24,13.02,2.99,4.0,66.03,0.4,228.51,953.2,2.96,31.5,0.0,0.0,305.0
2021-05-11 13:45:00,2021-05-11 14:00:00,51.39,109.06,5.15,13.96,17.28,14.63,11.99,0.1,43.0,4.48,12.96,3.01,4.0,67.79,0.33,193.7,953.2,3.0,31.13,0.0,0.0,305.0
2021-05-11 14:00:00,2021-05-11 14:15:00,62.55,129.97,6.8,12.47,18.07,16.23,11.68,0.12,43.0,4.95,12.85,3.0,4.02,71.42,0.43,231.79,953.2,3.01,30.47,0.0,0.0,305.0
2021-05-11 14:15:00,2021-05-11 14:30:00,135.02,124.93,6.52,12.19,17.64,16.32,9.16,0.4,37.0,4.9,13.26,3.02,4.06,70.38,0.3,218.36,953.2,3.0,31.14,0.0,0.0,305.0
2021-05-11 14:30:00,2021-05-11 14:45:00,295.72,124.93,6.66,13.18,18.4,17.76,8.42,0.57,28.0,4.98,12.93,2.96,4.03,70.81,0.62,239.49,953.3,3.02,30.64,0.0,0.0,305.0
2021-05-11 14:45:00,2021-05-11 15:00:00,365.16,124.93,8.57,14.04,21.6,20.58,9.45,0.71,38.0,4.8,13.06,2.99,3.95,72.7,0.57,238.48,954.2,3.02,29.9,0.0,0.0,305.0
2021-05-11 15:00:00,2021-05-11 15:15:00,369.69,124.93,4.83,12.44,16.06,16.32,12.64,0.66,43.0,5.17,13.11,3.04,3.94,75.45,0.35,243.05,955.8,2.99,29.49,0.0,0.0,305.0
2021-05-11 15:15:00,2021-05-11 15:30:00,325.7,124.93,5.93,12.56,17.46,16.55,11.9,0.62,50.0,5.23,13.21,3.0,4.06,77.78,0.69,235.7,953.6,2.99,28.9,0.0,0.0,305.0
2021-05-11 15:30:00,2021-05-11 15:45:00,160.52,499.16,9.8,11.01,19.67,19.49,11.74,0.51,54.0,5.0,12.97,3.0,4.03,81.5,0.71,232.64,955.8,3.0,28.34,0.0,0.0,305.0
2021-05-11 15:45:00,2021-05-11 16:00:00,34.12,73.92,4.24,13.7,16.32,16.33,11.31,0.65,43.0,4.67,13.05,2.99,3.99,81.35,0.4,238.58,953.6,3.02,28.85,0.0,0.0,305.0
2021-05-11 16:00:00,2021-05-11 16:15:00,8.52,22.13,6.19,23.42,28.32,50.54,11.46,0.73,39.0,5.06,12.97,3.02,4.02,77.66,0.36,236.13,977.0,2.99,29.23,0.0,0.0,305.0
2021-05-11 16:15:00,2021-05-11 16:30:00,13.44,27.21,3.25,5.82,7.68,7.56,11.15,0.55,37.0,5.03,12.88,3.02,3.93,75.07,0.44,249.86,982.6,3.02,29.15,0.0,0.0,305.0
2021-05-11 16:30:00,2021-05-11 16:45:00,25.46,52.15,5.74,12.87,17.61,17.49,10.61,0.61,41.0,4.78,12.92,2.99,4.04,75.25,0.39,238.47,980.3,3.02,28.86,0.0,0.0,305.0
2021-05-11 16:45:00,2021-05-11 17:00:00,51.78,124.93,7.05,13.29,14.98,15.0,10.99,0.86,12.0,5.0,13.01,3.0,4.01,82.72,0.37,257.09,953.6,3.0,25.78,0.0,0.0,305.0
2021-05-11 17:00:00,2021-05-11 17:15:00,49.63,103.62,13.74,11.85,24.14,22.81,11.67,0.74,31.0,5.12,12.85,3.0,4.01,77.26,0.25,259.59,982.6,3.02,28.68,0.0,0.0,305.0
2021-05-11 17:15:00,2021-05-11 17:30:00,65.05,135.54,15.18,14.74,28.92,30.55,10.53,1.42,22.0,5.14,12.95,2.99,3.94,81.68,0.46,358.35,982.6,3.0,28.17,0.0,0.0,305.0
2021-05-11 17:30:00,2021-05-11 17:45:00,79.02,161.24,16.77,14.6,30.36,32.09,10.78,1.71,16.0,4.62,13.1,3.0,3.95,79.64,0.5,353.45,982.6,2.99,28.1,0.0,0.0,305.0
2021-05-11 17:45:00,2021-05-11 18:00:00,88.17,179.2,16.37,14.63,30.0,30.04,11.46,1.09,14.0,5.1,12.93,3.0,4.1,84.72,0.22,340.65,982.6,2.97,27.45,0.0,0.0,305.0
2021-05-11 18:00:00,2021-05-11 18:15:00,94.94,189.72,57.33,26.52,73.3,89.57,13.04,1.4,10.0,5.09,12.93,3.0,4.01,85.31,0.32,333.11,982.6,3.04,27.29,0.0,0.0,305.0
2021-05-11 18:15:00,2021-05-11 18:30:00,51.78,124.93,18.81,29.58,24.61,23.0,33.15,0.86,20.0,5.0,13.01,3.0,4.01,82.72,0.37,327.32,953.6,3.0,25.78,0.0,0.0,305.0
2021-05-11 18:30:00,2021-05-11 18:45:00,79.58,162.26,15.43,14.68,29.08,30.94,11.95,1.89,9.0,4.63,13.14,3.01,3.98,81.07,0.35,333.95,982.6,3.03,27.41,0.0,0.0,305.0
2021-05-11 18:45:00,2021-05-11 19:00:00,73.39,152.05,14.26,14.13,27.39,28.72,11.06,1.55,10.0,4.79,13.11,3.01,4.06,79.41,0.24,326.96,982.6,2.98,27.31,0.0,0.0,305.0
2021-05-11 19:00:00,2021-05-11 19:15:00,67.99,144.81,20.78,14.83,34.61,35.56,11.16,2.21,6.0,4.95,12.99,2.99,3.98,76.52,0.39,342.57,982.6,2.98,27.63,0.0,0.0,305.0
2021-05-11 19:15:00,2021-05-11 19:30:00,71.26,156.69,18.53,13.07,30.6,30.93,11.09,2.22,5.0,5.08,13.16,3.02,4.01,73.94,0.18,314.01,982.6,3.0,27.85,0.0,0.0,305.0
2021-05-11 19:30:00,2021-05-11 19:45:00,77.05,165.69,19.89,14.86,33.75,34.06,12.16,2.08,5.0,5.07,13.21,3.01,4.01,72.63,0.3,318.73,982.6,2.99,27.91,0.0,0.0,305.0
2021-05-11 19:45:00,2021-05-11 20:00:00,86.18,179.66,29.33,16.03,44.36,46.03,12.3,3.19,4.0,4.93,12.89,3.03,4.03,70.41,0.53,359.74,982.6,3.0,28.29,0.0,0.0,305.0
2021-05-11 20:00:00,2021-05-11 20:15:00,97.35,201.57,30.06,15.61,44.67,44.5,12.45,2.83,4.0,5.1,12.8,3.01,4.04,69.51,0.39,26.27,982.6,3.02,28.34,0.0,0.0,305.0
2021-05-11 20:15:00,2021-05-11 20:30:00,100.88,206.78,26.58,16.25,41.83,43.0,12.49,2.0,4.0,5.14,12.71,3.0,3.94,69.75,0.42,45.37,982.6,2.99,28.25,0.0,0.0,305.0
2021-05-11 20:30:00,2021-05-11 20:45:00,102.81,208.06,24.73,14.09,37.61,37.9,12.22,2.26,2.0,4.82,12.88,2.97,3.98,70.29,0.44,47.52,982.6,3.01,28.27,0.0,0.0,305.0
2021-05-11 20:45:00,2021-05-11 21:00:00,106.89,218.38,22.38,14.13,35.5,37.3,12.78,2.09,1.0,5.15,12.93,3.0,3.95,70.46,0.31,90.99,982.6,2.98,28.23,0.0,0.0,305.0
2021-05-11 21:00:00,2021-05-11 21:15:00,105.41,217.64,12.01,11.98,22.99,22.1,13.09,0.94,3.0,5.16,13.11,3.0,4.03,74.77,0.39,156.95,982.6,2.99,27.39,0.0,0.0,305.0
2021-05-11 21:15:00,2021-05-11 21:30:00,103.73,218.18,9.12,11.89,20.02,19.11,12.75,0.37,5.0,4.64,13.24,2.97,4.05,77.89,0.24,177.43,982.6,2.98,26.24,0.0,0.0,305.0
2021-05-11 21:30:00,2021-05-11 21:45:00,97.03,205.8,8.64,11.89,19.53,17.94,11.96,0.74,5.0,4.99,12.93,3.0,3.98,82.19,0.1,163.78,982.6,3.03,25.84,0.0,0.0,305.0
2021-05-11 21:45:00,2021-05-11 22:00:00,85.04,180.08,10.24,11.87,21.11,20.69,11.92,0.72,4.0,4.91,13.11,2.98,4.03,84.05,0.17,145.31,982.6,3.02,25.77,0.0,0.0,305.0
2021-05-11 22:00:00,2021-05-11 22:15:00,79.7,167.48,19.03,11.49,29.52,29.83,11.95,1.37,3.0,5.16,12.94,2.99,4.01,83.43,0.15,214.85,982.3,2.99,26.02,0.0,0.0,305.0
2021-05-11 22:15:00,2021-05-11 22:30:00,75.21,153.7,6.29,11.58,16.59,15.97,11.38,0.71,4.0,5.26,12.79,2.99,4.0,85.97,0.31,178.95,982.6,2.99,25.53,0.0,0.0,305.0
2021-05-11 22:30:00,2021-05-11 22:45:00,68.84,137.57,11.04,11.82,21.86,22.17,11.14,0.8,4.0,5.18,13.06,3.0,4.01,86.81,0.13,230.87,982.5,3.01,25.38,0.0,0.0,305.0
2021-05-11 22:45:00,2021-05-11 23:00:00,71.64,141.88,8.82,11.3,19.12,19.88,11.65,0.87,2.0,4.61,13.08,2.99,4.08,84.93,0.33,189.4,981.6,2.99,25.71,0.0,0.0,305.0
2021-05-11 23:00:00,2021-05-11 23:15:00,72.4,141.85,4.87,21.23,11.59,11.0,30.64,0.49,9.0,5.16,12.66,3.0,4.05,85.61,0.29,163.55,979.0,3.03,25.61,0.0,0.0,305.0
2021-05-11 23:15:00,2021-05-11 23:30:00,70.86,141.64,8.44,21.07,18.47,18.0,28.94,0.4,6.0,5.15,13.12,2.99,3.98,86.9,0.29,161.03,976.3,2.98,24.9,0.0,0.0,305.0
2021-05-11 23:30:00,2021-05-11 23:45:00,66.65,135.88,6.68,11.59,17.27,16.37,10.36,0.28,8.0,5.05,13.06,3.0,3.97,89.61,0.19,162.34,982.3,3.01,24.34,0.0,0.0,305.0
2021-05-11 23:45:00,2021-06-11 00:00:00,51.78,124.93,7.05,13.29,14.98,15.0,10.99,0.86,12.0,5.0,13.01,3.0,4.01,82.72,0.37,219.39499999999998,953.6,3.0,25.78,0.0,0.0,305.0
2021-05-12 00:00:00,2021-05-12 00:15:00,170.74,312.79,23.61,5.31,28.92,29.9,14.23,3.6,4.0,4.87,13.0,2.98,4.05,99.51,0.41,90.17,953.2,3.0,23.12,0.0,0.0,145.0
2021-05-12 00:15:00,2021-05-12 00:30:00,190.07,348.21,7.05,13.29,14.98,15.0,42.54,3.24,3.0,5.13,13.14,3.0,3.98,99.51,0.4,70.04,953.2,2.99,23.14,0.0,0.0,145.0
2021-05-12 00:30:00,2021-05-12 00:45:00,174.31,319.36,35.0,6.12,41.12,44.77,44.19,4.2,4.0,5.22,13.01,2.99,3.95,99.5,0.43,73.76,953.2,3.03,23.12,0.0,0.0,145.0
2021-05-12 00:45:00,2021-05-12 01:00:00,150.23,274.63,51.53,13.51,48.3,51.0,44.36,4.37,3.0,4.96,13.08,3.01,4.04,99.51,0.4,33.27,953.3,3.04,22.99,0.0,0.0,145.0
2021-05-12 01:00:00,2021-05-12 01:15:00,132.66,242.53,54.53,11.8,49.8,53.0,47.67,3.84,5.0,4.96,13.11,2.98,3.97,99.52,0.41,53.51,980.8,3.01,22.85,0.0,0.0,145.0
2021-05-12 01:15:00,2021-05-12 01:30:00,118.32,216.19,32.8,16.73,35.0,37.0,46.05,3.16,4.0,4.98,12.9,3.0,3.99,99.52,0.44,50.61,982.6,2.98,22.76,0.0,0.0,145.0
2021-05-12 01:30:00,2021-05-12 01:45:00,108.64,199.55,25.58,14.79,28.21,33.0,47.36,2.56,4.0,5.19,12.69,2.99,4.0,99.54,0.4,53.42,982.6,2.99,22.61,0.0,0.0,145.0
2021-05-12 01:45:00,2021-05-12 02:00:00,92.23,170.67,23.57,13.94,26.16,31.0,49.1,2.27,2.0,5.04,13.0,3.0,3.99,99.54,0.29,73.49,982.6,3.01,22.49,0.0,0.0,145.0
2021-05-12 02:00:00,2021-05-12 02:15:00,73.13,136.05,18.98,14.42,22.74,26.0,49.38,2.02,5.0,5.25,13.13,3.02,3.98,99.54,0.23,165.08,982.6,3.0,22.23,0.0,0.0,145.0
2021-05-12 02:15:00,2021-05-12 02:30:00,64.25,120.19,16.78,14.17,20.84,26.0,49.79,1.71,3.0,4.73,13.16,3.01,4.09,99.55,0.45,177.1,982.6,3.0,22.01,0.0,0.0,145.0
2021-05-12 02:30:00,2021-05-12 02:45:00,61.64,115.49,16.16,13.55,20.02,23.0,50.22,2.15,2.0,5.22,12.95,3.01,4.04,99.56,0.38,140.43,982.6,2.95,22.06,0.0,0.0,145.0
2021-05-12 02:45:00,2021-05-12 03:00:00,65.06,120.81,16.88,14.11,20.89,25.0,50.28,1.66,2.0,4.96,13.31,3.04,4.01,99.56,0.29,95.49,982.6,3.0,22.16,0.0,0.0,145.0
2021-05-12 03:00:00,2021-05-12 03:15:00,68.16,126.88,8.19,16.5,15.19,19.0,15.51,1.19,3.0,4.75,12.98,3.0,4.02,99.56,0.4,51.95,982.6,2.98,22.31,0.0,0.0,145.0
2021-05-12 03:15:00,2021-05-12 03:30:00,70.53,132.81,6.97,16.26,13.99,18.0,41.51,1.23,3.0,5.23,12.91,3.0,3.98,99.55,0.43,39.62,982.6,2.97,22.38,0.0,0.0,145.0
2021-05-12 03:30:00,2021-05-12 03:45:00,78.99,149.74,8.65,15.57,15.07,21.0,38.84,1.28,1.0,5.11,12.77,3.01,4.0,99.55,0.23,182.79,982.6,3.02,22.18,0.0,0.0,145.0
2021-05-12 03:45:00,2021-05-12 04:00:00,81.7,155.78,16.59,14.44,20.83,25.0,37.85,1.64,1.0,4.72,13.16,3.02,4.0,99.56,0.39,58.45,982.6,3.0,22.13,0.0,0.0,145.0
2021-05-12 04:00:00,2021-05-12 04:15:00,93.1,177.37,15.62,15.09,20.4,24.0,37.22,1.54,2.0,4.91,13.11,3.01,4.0,99.55,0.41,54.07,982.6,3.0,22.13,0.0,0.0,145.0
2021-05-12 04:15:00,2021-05-12 04:30:00,104.82,197.47,13.77,15.75,19.26,22.0,36.58,1.49,3.0,5.13,13.18,2.98,4.05,99.56,0.4,53.14,982.6,3.03,22.13,0.0,0.0,145.0
2021-05-12 04:30:00,2021-05-12 04:45:00,115.53,216.79,18.55,15.58,23.0,26.0,38.01,1.85,2.0,4.83,12.96,3.04,4.05,99.56,0.4,76.19,982.6,3.0,22.06,0.0,0.0,145.0
2021-05-12 04:45:00,2021-05-12 05:00:00,130.28,244.75,19.18,12.59,21.94,26.0,37.14,1.82,3.0,5.07,13.01,3.0,4.04,99.56,0.45,85.79,982.6,2.98,22.03,0.0,0.0,145.0
2021-05-12 05:00:00,2021-05-12 05:15:00,135.49,255.02,18.04,14.11,21.82,25.0,37.72,1.81,4.0,4.95,13.26,2.98,4.04,99.56,0.37,45.27,982.6,3.0,22.03,0.0,0.0,145.0
2021-05-12 05:15:00,2021-05-12 05:30:00,133.62,251.31,13.96,13.48,18.23,21.0,38.03,1.6,2.0,5.21,12.94,3.01,4.02,99.57,0.36,62.33,982.6,3.0,21.94,0.0,0.0,145.0
2021-05-12 05:30:00,2021-05-12 05:45:00,123.81,234.67,14.2,15.03,19.23,22.0,38.05,1.66,1.0,4.93,12.86,2.96,3.95,99.56,0.41,58.74,982.6,2.98,21.9,0.0,0.0,145.0
2021-05-12 05:45:00,2021-05-12 06:00:00,110.89,208.98,15.61,17.31,21.55,25.0,38.4,1.77,1.0,4.69,13.1,3.01,3.97,99.58,0.35,74.64,982.6,2.96,21.82,0.0,0.0,145.0
2021-05-12 06:00:00,2021-05-12 06:15:00,90.1,170.58,14.14,16.66,20.03,23.0,12.98,1.58,3.0,5.2,12.77,2.98,3.95,99.58,0.25,80.01,982.6,3.02,21.76,0.0,0.0,145.0
2021-05-12 06:15:00,2021-05-12 06:30:00,80.99,154.67,21.19,11.93,23.2,28.0,42.25,1.66,4.0,5.32,13.1,3.01,4.05,99.59,0.38,51.46,982.6,2.99,21.73,0.0,0.0,145.0
2021-05-12 06:30:00,2021-05-12 06:45:00,80.39,152.89,21.05,14.82,24.6,27.0,40.28,2.01,3.0,5.18,13.22,3.02,3.97,99.6,0.31,64.81,982.6,3.01,21.66,0.0,0.0,145.0
2021-05-12 06:45:00,2021-05-12 07:00:00,82.82,156.49,14.52,15.25,18.76,21.0,39.78,1.69,1.0,5.12,13.15,3.03,4.13,99.59,0.43,50.72,982.6,3.05,21.65,0.0,0.0,145.0
2021-05-12 07:00:00,2021-05-12 07:15:00,89.47,166.73,20.06,13.46,23.1,27.0,38.22,1.65,1.0,4.74,12.95,2.99,3.98,99.59,0.34,70.91,982.7,3.01,21.58,0.0,0.0,145.0
2021-05-12 07:15:00,2021-05-12 07:30:00,94.7,174.26,18.15,14.88,22.31,26.0,36.9,1.3,2.0,5.18,12.63,2.98,4.01,99.58,0.43,92.31,975.7,3.01,21.56,0.0,0.0,145.0
2021-05-12 07:30:00,2021-05-12 07:45:00,97.86,181.22,12.28,16.16,18.28,22.0,36.38,1.2,3.0,5.02,12.99,2.98,4.05,99.59,0.43,95.6,982.9,2.99,21.6,0.0,0.0,145.0
2021-05-12 07:45:00,2021-05-12 08:00:00,101.28,189.19,12.08,17.15,18.65,23.0,36.32,1.43,2.0,4.7,12.69,2.99,3.99,99.57,0.42,85.39,982.9,2.98,21.69,0.0,0.0,145.0
2021-05-12 08:00:00,2021-05-12 08:15:00,103.0,193.53,9.28,19.0,17.37,21.0,36.87,1.65,2.0,4.84,13.11,3.0,4.06,99.59,0.33,60.76,967.3,3.0,21.84,0.0,0.0,145.0
2021-05-12 08:15:00,2021-05-12 08:30:00,104.53,196.62,16.68,16.5,21.97,25.0,34.5,1.43,3.0,4.94,13.18,3.02,3.99,99.58,0.4,61.65,983.0,3.03,22.07,0.0,0.0,145.0
2021-05-12 08:30:00,2021-05-12 08:45:00,106.16,198.72,10.85,17.4,17.79,21.0,32.8,1.62,2.0,5.21,12.85,3.04,4.12,99.59,0.46,83.88,953.8,2.99,21.78,0.0,0.0,145.0
2021-05-12 08:45:00,2021-05-12 09:00:00,100.05,185.25,14.8,15.33,19.87,26.0,36.41,1.32,2.0,5.11,13.35,2.94,3.89,99.6,0.49,73.61,954.4,3.01,21.54,0.0,0.0,145.0
2021-05-12 09:00:00,2021-05-12 09:15:00,95.28,175.12,12.33,15.97,18.22,23.0,11.61,1.48,2.0,4.75,12.57,2.98,4.04,99.6,0.41,67.93,953.2,3.03,21.68,0.0,0.0,145.0
2021-05-12 09:15:00,2021-05-12 09:30:00,95.51,175.17,9.39,15.67,15.72,20.0,34.26,1.32,2.0,4.89,13.08,3.0,3.95,99.59,0.47,83.08,953.3,3.01,21.99,0.0,0.0,145.0
2021-05-12 09:30:00,2021-05-12 09:45:00,100.0,183.67,15.19,17.64,21.39,25.0,32.86,1.89,1.0,4.83,13.24,3.02,3.98,99.59,0.39,39.26,953.3,2.99,22.55,0.0,0.0,145.0
2021-05-12 09:45:00,2021-05-12 10:00:00,116.64,213.37,11.96,18.62,19.32,23.0,34.51,1.89,2.0,5.11,12.98,3.01,4.04,99.56,0.39,48.36,953.2,3.02,23.3,0.0,0.0,145.0
2021-05-12 10:00:00,2021-05-12 10:15:00,136.26,250.16,10.69,20.61,19.34,21.0,33.03,1.82,2.0,4.62,12.84,3.01,3.98,99.53,0.39,31.63,953.2,2.97,23.72,0.0,0.0,145.0
2021-05-12 10:15:00,2021-05-12 10:30:00,141.89,264.2,9.5,20.09,18.12,20.0,32.85,1.17,2.0,5.03,12.99,3.02,3.95,97.33,0.36,120.52,953.2,3.0,25.09,0.0,0.0,145.0
2021-05-12 10:30:00,2021-05-12 10:45:00,142.54,266.99,12.31,17.34,18.93,23.0,33.05,1.32,1.0,5.1,12.97,2.98,3.97,92.21,0.24,107.03,953.2,3.02,25.54,0.0,0.0,145.0
2021-05-12 10:45:00,2021-05-12 11:00:00,133.42,251.47,15.5,16.72,21.15,24.0,33.07,1.06,2.0,5.15,12.71,3.03,4.08,86.7,0.22,92.44,953.2,2.97,26.0,0.0,0.0,145.0
2021-05-12 11:00:00,2021-05-12 11:15:00,111.92,213.04,6.34,14.02,12.31,16.0,29.8,0.34,2.0,4.81,13.21,3.0,3.98,79.28,0.2,197.64,953.2,3.02,27.04,0.0,0.0,145.0
2021-05-12 11:15:00,2021-05-12 11:30:00,98.55,187.83,5.81,13.51,11.53,16.0,31.47,0.2,1.0,4.95,13.22,3.04,3.99,72.82,0.27,138.61,953.2,3.02,27.67,0.0,0.0,145.0
2021-05-12 11:30:00,2021-05-12 11:45:00,80.79,158.5,6.93,12.6,12.14,18.0,31.36,0.64,12.0,4.98,13.2,3.02,3.92,70.79,0.27,211.42,953.2,3.0,27.6,0.0,0.0,145.0
2021-05-12 11:45:00,2021-05-12 12:00:00,76.5,305.89,2.91,18.21,11.14,17.0,31.39,0.62,12.0,4.89,12.93,3.0,3.98,62.93,0.18,145.42,953.2,2.99,28.24,0.0,0.0,145.0
2021-05-12 12:00:00,2021-05-12 12:15:00,88.88,497.23,1.53,25.43,14.33,19.0,12.79,0.38,12.0,5.01,13.21,2.97,3.98,68.58,0.32,198.04,953.2,3.01,28.35,0.0,0.0,145.0
2021-05-12 12:15:00,2021-05-12 12:30:00,91.35,580.6,2.85,19.91,12.33,16.0,38.12,0.78,12.0,5.13,12.99,2.99,3.93,69.84,0.35,221.6,953.2,3.0,27.42,0.0,0.0,145.0
